Ano base	Cod PPG	Nome PPG	Área Básica	IES Principal Sigla	IES Principal Nome	IES da Rede Sigla	Status Jurídico	UF	Região	PPG Ano Início	Modalidade	Mudança de modalidade no quadriênio?	Nota/ conceito	Nível	Ano Início Nível	Sofreu migração no quadriênio?	Total	Permanentes	Colaboradores	Visitantes	Total Distinto	"Mestrado
(ME)"	"Doutorado
(DO)"	"Total Geral
(ME+DO)"	Matrícula Anterior ao Ano Base	Ingressante 	Titulado	Abandono	Desligado	Mud. Nível sem Defesa	Matriculado	Matrícula Anterior ao Ano Base	Ingressante 	Titulado	Abandono	Desligado	Matriculado	Desligado/Matriculado	Abandono/Matriculado	Titulado/Matriculado	Matriculado/DP	Titulado/DP	Desligado/Matriculado	Abandono/Matriculado	Titulado/Matriculado	Matriculado/DP	Titulado/DP	Matriculado/DP	Titulado/DP	Matriculado/Total Docentes	Titulado/Total Docentes	ID_ADD_FOTO_PROGRAMA_IES_PRINC	ID_ADD_FOTO_PROGRAMA	Tipo de Clientela
2017	32003013008P4	CIÊNCIA E TECNOLOGIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UNIFEI	UNIVERSIDADE FEDERAL DE ITAJUBÁ		FEDERAL	MG	SUDESTE	2008	ACADÊMICO	NÃO	3	MESTRADO	2008	NÃO	20	12	8	0	50	50	0	50	35	15	15	0	1	0	34	0	0	0	0	0	0	0.03	0	0.44	2.83	1.25				0	0	2.83	1.25	1.7	0.75	168574	102490	AVALIAÇÃO
2018	32003013008P4	CIÊNCIA E TECNOLOGIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UNIFEI	UNIVERSIDADE FEDERAL DE ITAJUBÁ		FEDERAL	MG	SUDESTE	2008	ACADÊMICO	NÃO	3	MESTRADO	2008	NÃO	20	12	8	0	45	45	0	45	34	11	13	0	0	0	32	0	0	0	0	0	0	0	0	0.41	2.67	1.08				0	0	2.67	1.08	1.6	0.65	173342	106890	AVALIAÇÃO
2019	32003013008P4	CIÊNCIA E TECNOLOGIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UNIFEI	UNIVERSIDADE FEDERAL DE ITAJUBÁ		FEDERAL	MG	SUDESTE	2008	ACADÊMICO	NÃO	3	MESTRADO	2008	NÃO	15	11	4	0	52	52	0	52	31	21	11	0	11	0	30	0	0	0	0	0	0	0.37	0	0.37	2.73	1				0	0	2.73	1	2	0.73	173364	106915	AVALIAÇÃO
2020	32003013008P4	CIÊNCIA E TECNOLOGIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UNIFEI	UNIVERSIDADE FEDERAL DE ITAJUBÁ		FEDERAL	MG	SUDESTE	2008	ACADÊMICO	NÃO	3	MESTRADO	2008	NÃO	17	14	3	0	58	58	0	58	30	28	8	1	1	0	48	0	0	0	0	0	0	0.02	0.02	0.17	3.43	0.57				0	0	3.43	0.57	2.82	0.47	204469	135822	AVALIAÇÃO
2017	32004010027P9	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFLA	UNIVERSIDADE FEDERAL DE LAVRAS		FEDERAL	MG	SUDESTE	2012	ACADÊMICO	NÃO	3	MESTRADO	2012	NÃO	15	12	3	0	38	38	0	38	25	13	9	4	0	0	25	0	0	0	0	0	0	0	0.16	0.36	2.08	0.75				0	0	2.08	0.75	1.67	0.6	176005	108999	AVALIAÇÃO
2018	32004010027P9	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFLA	UNIVERSIDADE FEDERAL DE LAVRAS		FEDERAL	MG	SUDESTE	2012	ACADÊMICO	NÃO	3	MESTRADO	2012	NÃO	13	12	1	0	61	61	0	61	25	36	10	0	6	0	45	0	0	0	0	0	0	0.13	0	0.22	3.75	0.83				0	0	3.75	0.83	3.46	0.77	176331	109179	AVALIAÇÃO
2019	32004010027P9	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFLA	UNIVERSIDADE FEDERAL DE LAVRAS		FEDERAL	MG	SUDESTE	2012	ACADÊMICO	NÃO	3	MESTRADO	2012	NÃO	15	13	2	0	59	59	0	59	44	15	9	3	6	0	41	0	0	0	0	0	0	0.15	0.07	0.22	3.15	0.69				0	0	3.15	0.69	2.73	0.6	176482	109248	AVALIAÇÃO
2020	32004010027P9	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFLA	UNIVERSIDADE FEDERAL DE LAVRAS		FEDERAL	MG	SUDESTE	2012	ACADÊMICO	NÃO	3	MESTRADO	2012	NÃO	16	13	3	0	57	57	0	57	41	16	16	1	8	0	32	0	0	0	0	0	0	0.25	0.03	0.5	2.46	1.23				0	0	2.46	1.23	2	1	198935	131217	AVALIAÇÃO
2017	32005016034P8	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFJF	UNIVERSIDADE FEDERAL DE JUIZ DE FORA		FEDERAL	MG	SUDESTE	2011	ACADÊMICO	NÃO	3	MESTRADO	2011	NÃO	21	16	5	0	65	65	0	65	34	31	12	2	3	0	48	0	0	0	0	0	0	0.06	0.04	0.25	3	0.75				0	0	3	0.75	2.29	0.57	133167	69539	AVALIAÇÃO
2018	32005016034P8	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFJF	UNIVERSIDADE FEDERAL DE JUIZ DE FORA		FEDERAL	MG	SUDESTE	2011	ACADÊMICO	NÃO	3	MESTRADO	2011	NÃO	25	11	13	1	76	76	0	76	47	29	21	5	3	0	47	0	0	0	0	0	0	0.06	0.11	0.45	4.27	1.91				0	0	4.27	1.91	1.88	0.84	135722	71779	AVALIAÇÃO
2019	32005016034P8	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFJF	UNIVERSIDADE FEDERAL DE JUIZ DE FORA		FEDERAL	MG	SUDESTE	2011	ACADÊMICO	NÃO	3	MESTRADO	2011	NÃO	16	11	4	1	74	74	0	74	44	30	24	5	0	0	45	0	0	0	0	0	0	0	0.11	0.53	4.09	2.18				0	0	4.09	2.18	2.81	1.5	152080	86806	AVALIAÇÃO
2020	32005016034P8	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFJF	UNIVERSIDADE FEDERAL DE JUIZ DE FORA		FEDERAL	MG	SUDESTE	2011	ACADÊMICO	NÃO	3	MESTRADO	2011	NÃO	16	13	2	1	65	65	0	65	45	20	10	0	0	0	55	0	0	0	0	0	0	0	0	0.18	4.23	0.77				0	0	4.23	0.77	3.44	0.63	198530	130891	AVALIAÇÃO
2017	32006012017P2	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFU	UNIVERSIDADE FEDERAL DE UBERLÂNDIA		FEDERAL	MG	SUDESTE	2001	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2001/2012	NÃO	32	32	0	0	136	71	69	140	46	25	19	0	14	0	38	55	14	13	0	3	53	0.37	0	0.5	1.19	0.59	0.06	0	0.25	1.66	0.41	2.84	1	2.84	1	177958	110456	AVALIAÇÃO
2018	32006012017P2	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFU	UNIVERSIDADE FEDERAL DE UBERLÂNDIA		FEDERAL	MG	SUDESTE	2001	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2001/2012	NÃO	32	32	0	0	139	80	60	140	38	42	12	0	11	0	57	53	7	8	0	4	48	0.19	0	0.21	1.78	0.38	0.08	0	0.17	1.5	0.25	3.28	0.63	3.28	0.63	177977	110476	AVALIAÇÃO
2019	32006012017P2	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFU	UNIVERSIDADE FEDERAL DE UBERLÂNDIA		FEDERAL	MG	SUDESTE	2001	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2001/2012	NÃO	34	27	7	0	149	94	59	153	56	38	14	1	11	0	68	48	11	8	0	3	48	0.16	0.01	0.21	2.52	0.52	0.06	0	0.17	1.78	0.3	4.3	0.81	3.41	0.65	177981	110480	AVALIAÇÃO
2020	32006012017P2	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFU	UNIVERSIDADE FEDERAL DE UBERLÂNDIA		FEDERAL	MG	SUDESTE	2001	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2001/2012	NÃO	34	27	7	0	142	88	56	144	68	20	20	3	8	0	57	48	8	9	1	0	46	0.14	0.05	0.35	2.11	0.74	0	0.02	0.2	1.7	0.33	3.81	1.07	3.03	0.85	204963	136262	AVALIAÇÃO
2017	32007019023P9	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFOP	UNIVERSIDADE FEDERAL DE OURO PRETO		FEDERAL	MG	SUDESTE	2010	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2010/2015	NÃO	18	14	4	0	61	43	18	61	29	14	11	0	5	0	27	16	2	0	0	0	18	0.19	0	0.41	1.93	0.79	0	0	0	1.29	0	3.21	0.79	2.5	0.61	130322	67120	AVALIAÇÃO
2018	32007019023P9	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFOP	UNIVERSIDADE FEDERAL DE OURO PRETO		FEDERAL	MG	SUDESTE	2010	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2010/2015	NÃO	17	15	2	0	75	48	31	79	30	18	17	1	1	0	29	22	9	1	0	0	30	0.03	0.03	0.59	1.93	1.13	0	0	0.03	2	0.07	3.93	1.2	3.47	1.06	139797	75321	AVALIAÇÃO
2019	32007019023P9	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFOP	UNIVERSIDADE FEDERAL DE OURO PRETO		FEDERAL	MG	SUDESTE	2010	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2010/2015	NÃO	21	18	3	0	73	37	39	76	27	10	7	0	6	0	24	29	10	4	0	2	33	0.25	0	0.29	1.33	0.39	0.06	0	0.12	1.83	0.22	3.17	0.61	2.71	0.52	154783	89146	AVALIAÇÃO
2020	32007019023P9	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFOP	UNIVERSIDADE FEDERAL DE OURO PRETO		FEDERAL	MG	SUDESTE	2010	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2010/2015	NÃO	19	17	2	0	80	43	40	83	22	21	5	2	4	0	32	32	8	6	1	0	33	0.13	0.06	0.16	1.88	0.29	0	0.03	0.18	1.94	0.35	3.82	0.65	3.42	0.58	202512	134182	AVALIAÇÃO
2017	32008015011P7	INFORMÁTICA	CIÊNCIA DA COMPUTAÇÃO	PUC/MG	PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS		PARTICULAR	MG	SUDESTE	2005	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2005/2016	NÃO	12	11	1	0	61	45	16	61	31	14	13	0	1	0	31	10	6	0	1	0	15	0.03	0	0.42	2.82	1.18	0	0.07	0	1.36	0	4.18	1.18	3.83	1.08	164150	98084	AVALIAÇÃO
2018	32008015011P7	INFORMÁTICA	CIÊNCIA DA COMPUTAÇÃO	PUC/MG	PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS		PARTICULAR	MG	SUDESTE	2005	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2005/2016	NÃO	12	11	1	0	69	50	20	70	31	19	10	3	3	0	34	15	5	0	1	0	19	0.09	0.09	0.29	3.09	0.91	0	0.05	0	1.73	0	4.82	0.91	4.42	0.83	164174	98104	AVALIAÇÃO
2019	32008015011P7	INFORMÁTICA	CIÊNCIA DA COMPUTAÇÃO	PUC/MG	PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS		PARTICULAR	MG	SUDESTE	2005	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2005/2016	NÃO	12	12	0	0	72	50	23	73	34	16	9	5	2	0	34	19	4	0	0	0	23	0.06	0.15	0.26	2.83	0.75	0	0	0	1.92	0	4.75	0.75	4.75	0.75	164173	98103	AVALIAÇÃO
2020	32008015011P7	INFORMÁTICA	CIÊNCIA DA COMPUTAÇÃO	PUC/MG	PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS		PARTICULAR	MG	SUDESTE	2005	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2005/2016	NÃO	12	12	0	0	72	47	26	73	34	13	13	2	0	0	32	23	3	1	0	0	25	0	0.06	0.41	2.67	1.08	0	0	0.04	2.08	0.08	4.75	1.17	4.75	1.17	201011	132991	AVALIAÇÃO
2017	32018010044P4	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFSJ	UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL-REI		FEDERAL	MG	SUDESTE	2017	ACADÊMICO	NÃO	3	MESTRADO	2017	NÃO	11	11	0	0	11	11	0	11	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1	0				0	0	1	0	1	0	168039	101968	AVALIAÇÃO
2018	32018010044P4	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFSJ	UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL-REI		FEDERAL	MG	SUDESTE	2017	ACADÊMICO	NÃO	3	MESTRADO	2017	NÃO	12	12	0	0	25	25	0	25	11	14	0	0	0	0	25	0	0	0	0	0	0	0	0	0	2.08	0				0	0	2.08	0	2.08	0	169245	103102	AVALIAÇÃO
2019	32018010044P4	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFSJ	UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL-REI		FEDERAL	MG	SUDESTE	2017	ACADÊMICO	NÃO	3	MESTRADO	2017	NÃO	12	12	0	0	36	36	0	36	25	11	3	2	1	0	30	0	0	0	0	0	0	0.03	0.07	0.1	2.5	0.25				0	0	2.5	0.25	2.5	0.25	169295	103150	AVALIAÇÃO
2020	32018010044P4	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFSJ	UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL-REI		FEDERAL	MG	SUDESTE	2017	ACADÊMICO	NÃO	3	MESTRADO	2017	NÃO	14	13	1	0	35	35	0	35	29	6	8	0	0	0	27	0	0	0	0	0	0	0	0	0.3	2.08	0.62				0	0	2.08	0.62	1.93	0.57	198901	131203	AVALIAÇÃO
2017	33001014008P4	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS		FEDERAL	SP	SUDESTE	1988	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	1988/2009	NÃO	45	36	9	0	219	152	67	219	110	42	25	4	8	0	115	57	10	7	2	0	58	0.07	0.03	0.22	3.19	0.69	0	0.03	0.12	1.61	0.19	4.81	0.89	3.84	0.71	167944	101873	AVALIAÇÃO
2018	33001014008P4	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS		FEDERAL	SP	SUDESTE	1988	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	1988/2009	NÃO	43	35	8	0	208	143	67	210	115	28	42	6	5	0	90	58	9	5	3	0	59	0.06	0.07	0.47	2.57	1.2	0	0.05	0.08	1.69	0.14	4.26	1.34	3.47	1.09	168157	102092	AVALIAÇÃO
2019	33001014008P4	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS		FEDERAL	SP	SUDESTE	1988	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	1988/2009	NÃO	41	29	12	0	184	110	74	184	90	20	27	2	10	0	71	58	16	10	1	4	59	0.14	0.03	0.38	2.45	0.93	0.07	0.02	0.17	2.03	0.34	4.48	1.28	3.17	0.9	168217	102151	AVALIAÇÃO
2020	33001014008P4	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS		FEDERAL	SP	SUDESTE	1988	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	1988/2009	NÃO	34	24	10	0	151	87	67	154	70	17	23	2	1	1	60	59	8	14	0	1	52	0.02	0.03	0.38	2.5	0.96	0.02	0	0.27	2.17	0.58	4.67	1.54	3.29	1.09	198847	131142	AVALIAÇÃO
2017	33001014044P0	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS		FEDERAL	SP	SUDESTE	2012	ACADÊMICO	NÃO	3	MESTRADO	2012	NÃO	12	10	2	0	39	39	0	39	32	7	13	1	2	0	23	0	0	0	0	0	0	0.09	0.04	0.57	2.3	1.3				0	0	2.3	1.3	1.92	1.08	176487	109253	AVALIAÇÃO
2018	33001014044P0	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS		FEDERAL	SP	SUDESTE	2012	ACADÊMICO	NÃO	3	MESTRADO	2012	NÃO	12	10	2	0	31	31	0	31	23	8	16	1	0	0	14	0	0	0	0	0	0	0	0.07	1.14	1.4	1.6				0	0	1.4	1.6	1.17	1.33	176496	109262	AVALIAÇÃO
2019	33001014044P0	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS		FEDERAL	SP	SUDESTE	2012	ACADÊMICO	NÃO	3	MESTRADO	2012	NÃO	19	16	3	0	27	27	0	27	14	13	6	0	1	0	20	0	0	0	0	0	0	0.05	0	0.3	1.25	0.38				0	0	1.25	0.38	1.05	0.32	176481	109285	AVALIAÇÃO
2020	33001014044P0	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS		FEDERAL	SP	SUDESTE	2012	ACADÊMICO	NÃO	3	MESTRADO	2012	NÃO	17	14	3	0	26	26	0	26	18	8	8	1	2	0	15	0	0	0	0	0	0	0.13	0.07	0.53	1.07	0.57				0	0	1.07	0.57	0.88	0.47	198189	130549	AVALIAÇÃO
2017	33002010176P0	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	USP	UNIVERSIDADE DE SÃO PAULO		ESTADUAL	SP	SUDESTE	1997	ACADÊMICO	NÃO	6	MESTRADO/DOUTORADO	1997/1997	NÃO	44	32	12	0	239	133	111	244	86	47	36	0	5	0	92	92	19	18	0	5	88	0.05	0	0.39	2.88	1.13	0.06	0	0.2	2.75	0.56	5.63	1.69	4.09	1.23	166990	100941	AVALIAÇÃO
2018	33002010176P0	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	USP	UNIVERSIDADE DE SÃO PAULO		ESTADUAL	SP	SUDESTE	1997	ACADÊMICO	NÃO	6	MESTRADO/DOUTORADO	1997/1997	NÃO	43	31	12	0	236	134	104	238	92	42	22	0	9	0	103	88	16	16	0	9	79	0.09	0	0.21	3.32	0.71	0.11	0	0.2	2.55	0.52	5.87	1.23	4.23	0.88	167011	100982	AVALIAÇÃO
2019	33002010176P0	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	USP	UNIVERSIDADE DE SÃO PAULO		ESTADUAL	SP	SUDESTE	1997	ACADÊMICO	NÃO	6	MESTRADO/DOUTORADO	1997/1997	NÃO	41	32	9	0	224	141	84	225	103	38	22	0	12	0	107	79	5	10	0	6	68	0.11	0	0.21	3.34	0.69	0.09	0	0.15	2.13	0.31	5.47	1	4.27	0.78	167050	101001	AVALIAÇÃO
2020	33002010176P0	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	USP	UNIVERSIDADE DE SÃO PAULO		ESTADUAL	SP	SUDESTE	1997	ACADÊMICO	NÃO	6	MESTRADO/DOUTORADO	1997/1997	NÃO	42	32	10	0	230	150	80	230	108	42	13	0	15	0	122	70	10	13	0	0	67	0.12	0	0.11	3.81	0.41	0	0	0.19	2.09	0.41	5.91	0.81	4.5	0.62	204996	136256	AVALIAÇÃO
2017	33002010214P0	SISTEMAS DE INFORMAÇÃO	CIÊNCIA DA COMPUTAÇÃO	USP	UNIVERSIDADE DE SÃO PAULO		ESTADUAL	SP	SUDESTE	2010	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2010/2019	NÃO	18	16	2	0	119	119	0	119	85	34	19	9	6	0	85	0	0	0	0	0	0	0.07	0.11	0.22	5.31	1.19				0	0	5.31	1.19	4.72	1.06	168917	102812	AVALIAÇÃO
2018	33002010214P0	SISTEMAS DE INFORMAÇÃO	CIÊNCIA DA COMPUTAÇÃO	USP	UNIVERSIDADE DE SÃO PAULO		ESTADUAL	SP	SUDESTE	2010	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2010/2019	NÃO	17	17	0	0	118	118	0	118	85	33	40	6	12	0	60	0	0	0	0	0	0	0.2	0.1	0.67	3.53	2.35				0	0	3.53	2.35	3.53	2.35	169007	102847	AVALIAÇÃO
2019	33002010214P0	SISTEMAS DE INFORMAÇÃO	CIÊNCIA DA COMPUTAÇÃO	USP	UNIVERSIDADE DE SÃO PAULO		ESTADUAL	SP	SUDESTE	2010	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2010/2019	NÃO	26	19	7	0	112	100	12	112	60	40	15	0	13	0	72	0	12	0	0	0	12	0.18	0	0.21	3.79	0.79	0	0	0	0.63	0	4.42	0.79	3.23	0.58	169009	102849	AVALIAÇÃO
2020	33002010214P0	SISTEMAS DE INFORMAÇÃO	CIÊNCIA DA COMPUTAÇÃO	USP	UNIVERSIDADE DE SÃO PAULO		ESTADUAL	SP	SUDESTE	2010	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2010/2019	NÃO	26	19	7	0	138	114	26	140	71	43	13	0	7	1	93	12	14	0	0	1	25	0.08	0	0.14	4.89	0.68	0.04	0	0	1.32	0	6.21	0.68	4.54	0.5	198972	131252	AVALIAÇÃO
2017	33002029052P5	COMPUTAÇÃO APLICADA	CIÊNCIA DA COMPUTAÇÃO	USP/RP	UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO )		ESTADUAL	SP	SUDESTE	2015	ACADÊMICO	NÃO	3	MESTRADO	2015	NÃO	15	15	0	0	42	42	0	42	21	21	0	0	4	0	38	0	0	0	0	0	0	0.11	0	0	2.53	0				0	0	2.53	0	2.53	0	164795	98932	AVALIAÇÃO
2018	33002029052P5	COMPUTAÇÃO APLICADA	CIÊNCIA DA COMPUTAÇÃO	USP/RP	UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO )		ESTADUAL	SP	SUDESTE	2015	ACADÊMICO	NÃO	3	MESTRADO	2015	NÃO	15	15	0	0	51	51	0	51	38	13	6	0	6	0	39	0	0	0	0	0	0	0.15	0	0.15	2.6	0.4				0	0	2.6	0.4	2.6	0.4	165033	99206	AVALIAÇÃO
2019	33002029052P5	COMPUTAÇÃO APLICADA	CIÊNCIA DA COMPUTAÇÃO	USP/RP	UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO )		ESTADUAL	SP	SUDESTE	2015	ACADÊMICO	NÃO	3	MESTRADO	2015	NÃO	16	16	0	0	59	59	0	59	39	20	12	0	5	0	42	0	0	0	0	0	0	0.12	0	0.29	2.63	0.75				0	0	2.63	0.75	2.63	0.75	165044	99232	AVALIAÇÃO
2020	33002029052P5	COMPUTAÇÃO APLICADA	CIÊNCIA DA COMPUTAÇÃO	USP/RP	UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO )		ESTADUAL	SP	SUDESTE	2015	ACADÊMICO	NÃO	3	MESTRADO	2015	NÃO	16	14	2	0	55	55	0	55	42	13	10	0	4	0	41	0	0	0	0	0	0	0.1	0	0.24	2.93	0.71				0	0	2.93	0.71	2.56	0.63	203334	134879	AVALIAÇÃO
2017	33002045004P1	CIÊNCIAS DA COMPUTAÇÃO E MATEMÁTICA COMPUTACIONAL	CIÊNCIA DA COMPUTAÇÃO	USP/SC	UNIVERSIDADE DE SÃO PAULO (SÃO CARLOS)		ESTADUAL	SP	SUDESTE	1974	ACADÊMICO	NÃO	7	MESTRADO/DOUTORADO	1974/1996	NÃO	70	63	7	0	479	173	320	493	116	57	40	0	8	2	123	267	53	61	0	13	246	0.07	0	0.33	1.95	0.63	0.05	0	0.25	3.9	0.97	5.86	1.6	5.27	1.44	166184	100203	AVALIAÇÃO
2018	33002045004P1	CIÊNCIAS DA COMPUTAÇÃO E MATEMÁTICA COMPUTACIONAL	CIÊNCIA DA COMPUTAÇÃO	USP/SC	UNIVERSIDADE DE SÃO PAULO (SÃO CARLOS)		ESTADUAL	SP	SUDESTE	1974	ACADÊMICO	NÃO	7	MESTRADO/DOUTORADO	1974/1996	NÃO	71	61	10	0	460	179	294	473	123	56	38	0	6	1	134	246	48	51	0	11	232	0.04	0	0.28	2.2	0.62	0.05	0	0.22	3.8	0.84	6	1.46	5.15	1.25	166305	100324	AVALIAÇÃO
2019	33002045004P1	CIÊNCIAS DA COMPUTAÇÃO E MATEMÁTICA COMPUTACIONAL	CIÊNCIA DA COMPUTAÇÃO	USP/SC	UNIVERSIDADE DE SÃO PAULO (SÃO CARLOS)		ESTADUAL	SP	SUDESTE	1974	ACADÊMICO	NÃO	7	MESTRADO/DOUTORADO	1974/1996	NÃO	73	63	10	0	451	173	288	461	134	39	35	0	13	1	124	231	57	42	0	5	241	0.1	0	0.28	1.97	0.56	0.02	0	0.17	3.83	0.67	5.79	1.22	5	1.05	166471	100490	AVALIAÇÃO
2020	33002045004P1	CIÊNCIAS DA COMPUTAÇÃO E MATEMÁTICA COMPUTACIONAL	CIÊNCIA DA COMPUTAÇÃO	USP/SC	UNIVERSIDADE DE SÃO PAULO (SÃO CARLOS)		ESTADUAL	SP	SUDESTE	1974	ACADÊMICO	NÃO	7	MESTRADO/DOUTORADO	1974/1996	NÃO	76	64	12	0	452	186	276	462	124	62	38	0	11	0	137	241	35	39	0	2	235	0.08	0	0.28	2.14	0.59	0.01	0	0.17	3.67	0.61	5.81	1.2	4.89	1.01	203194	134746	AVALIAÇÃO
2017	33003017005P8	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UNICAMP	UNIVERSIDADE ESTADUAL DE CAMPINAS		ESTADUAL	SP	SUDESTE	1977	ACADÊMICO	NÃO	7	MESTRADO/DOUTORADO	1977/1993	NÃO	51	43	8	0	325	179	176	355	120	59	40	1	7	2	129	137	39	17	1	13	145	0.05	0.01	0.31	3	0.93	0.09	0.01	0.12	3.37	0.4	6.37	1.33	5.37	1.12	166050	100093	AVALIAÇÃO
